setid,reference,property,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NlfKj,Okuniewski et al. (2014),Normal melting temperature,Crystal,ABrEfh,CCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexylquinolinium bis(trifluoromethylsulfonyl)amide,,,,,,
kEOEC,Okuniewski et al. (2014),Normal melting temperature,Crystal,ABHEeK,Cn1cc[n+](CC#N)c1.N#Cc1nc(C(F)(F)F)[n-]c1C#N,"1-(cyanomethyl)-3-methylimidazolium 4,5-dicyano-2-(trifluoromethyl)imidazolide",,,,,,
tMcVG,Oleinikova and Bonetti (1996),Normal melting temperature,Crystal,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,,,,
imJVr,Omar and Sadeghi (2021a),Normal melting temperature,Crystal,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,,,,,,
yBByx,Ozdemir and Ozgun (2014),Normal melting temperature,Crystal,ABHkDp,CCCn1c(C)cc(C)[n+]1-c1ccccc1.CS(=O)(=O)[O-],"1-phenyl-3,5-dimethyl-2-propylpyrazolium methanesulfonate",,,,,,
Bryes,Ozdemir and Ozgun (2014),Normal melting temperature,Crystal,ABEzRA,CCn1c(C)cc(C)[n+]1-c1ccccc1.CS(=O)(=O)[O-],"1-phenyl-2-ethyl-3,5-dimethylpyrazolium methanesulfonate",,,,,,
fUFVc,Ozdemir and Ozgun (2014),Normal melting temperature,Crystal,ABGFWY,CCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,"1-phenyl-3,5-dimethyl-2-propylpyrazolium tetrafluoroborate",,,,,,
PpfDv,Ozdemir and Ozgun (2014),Normal melting temperature,Crystal,ABIpvV,CCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,"1-phenyl-2-butyl-3,5-dimethylpyrazolium tetrafluoroborate",,,,,,
jZvTk,Ozdemir and Ozgun (2014),Normal melting temperature,Crystal,ABDUXA,CCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,"1-phenyl-2-ethyl-3,5-dimethylpyrazolium tetrafluoroborate",,,,,,
MvbCr,Ozdemir and Ozgun (2014),Normal melting temperature,Crystal,ABAkXH,Cc1cc(C)[n+](-c2ccccc2)n1C.F[B-](F)(F)F,"1-phenyl-2,3,5-trimethylpyrazolium tetrafluoroborate",,,,,,
jyNzI,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABUcPZ,Cc1cc(C)[n+](-c2ccc([N+](=O)[O-])cc2)n1C.F[P-](F)(F)(F)(F)F,"2,3,5-trimethyl-1-(4-nitrophenyl)-pyrazolium hexafluorophosphate",,,,,,
SpXVB,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABRiKh,COc1ccc(-[n+]2c(C)cc(C)n2C)cc1.F[P-](F)(F)(F)(F)F,"2,3,5-trimethyl-1-(4-methoxyphenyl)-pyrazolium hexafluorophosphate",,,,,,
dJBfd,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABOeyq,Cc1ccc(-[n+]2c(C)cc(C)n2C)cc1.F[P-](F)(F)(F)(F)F,"1-(4-methylphenyl)-2,3,5-trimethylpyrazolium hexafluorophosphate",,,,,,
GUMjw,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABbDYH,Cc1cc(C)[n+](-c2ccc(Br)cc2)n1C.F[P-](F)(F)(F)(F)F,"1-(4-bromophenyl)-2,3,5-trimethylpyrazolium hexafluorophosphate",,,,,,
MYeOS,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABJSsS,Cc1cc(C)[n+](-c2ccc([N+](=O)[O-])cc2)n1C.F[B-](F)(F)F,"2,3,5-trimethyl-1-(4-nitrophenyl)-pyrazolium tetrafluoroborate",,,,,,
nIKcz,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABGYwr,COc1ccc(-[n+]2c(C)cc(C)n2C)cc1.F[B-](F)(F)F,"2,3,5-trimethyl-1-(4-methoxyphenyl)-pyrazolium tetrafluoroborate",,,,,,
nhNMz,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABDUNG,Cc1ccc(-[n+]2c(C)cc(C)n2C)cc1.F[B-](F)(F)F,"1-(4-methylphenyl)-2,3,5-trimethylpyrazolium tetrafluoroborate",,,,,,
hQvvb,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABPtPc,Cc1cc(C)[n+](-c2ccc(Br)cc2)n1C.F[B-](F)(F)F,"1-(4-bromophenyl)-2,3,5-trimethylpyrazolium tetrafluoroborate",,,,,,
zIQDm,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABHRDr,Cc1cc(C)[n+](-c2ccc(Cl)cc2)n1C.F[B-](F)(F)F,"1-(4-chlorophenyl)-2,3,5-trimethylpyrazolium tetrafluoroborate",,,,,,
SbKFI,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABKxYI,CS(=O)(=O)[O-].Cc1cc(C)[n+](-c2ccc([N+](=O)[O-])cc2)n1C,"2,3,5-trimethyl-1-(4-nitrophenyl)-pyrazolium methanesulfonate",,,,,,
Mfwyl,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABRYpf,CS(=O)(=O)[O-].Cc1cc(C)[n+](-c2ccc(Br)cc2)n1C,"1-(4-bromophenyl)-2,3,5-trimethylpyrazolium methanesulfonate",,,,,,
YSBVO,Ozdemir and Ozgun (2017),Normal melting temperature,Crystal,ABSaem,Cc1cc(C)[n+](-c2ccc(Cl)cc2)n1C.F[P-](F)(F)(F)(F)F,"1-(4-chlorophenyl)-2,3,5-trimethylpyrazolium hexafluorophosphate",,,,,,
SZral,Ozdil et al. (2016),Normal melting temperature,Crystal,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,,,,,,
fVwtx,Ozdil et al. (2016),Normal melting temperature,Crystal,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",,,,,,
ttvDu,Ozdil et al. (2016),Normal melting temperature,Crystal,ABfdTs,CCCCCCCCCC[N+](CC)(CC)CCCCCCCCCC.[Br-],didecyldiethylammonium bromide,,,,,,
RWNou,Paduszynski et al. (2011),Normal melting temperature,Crystal,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,,,
udOJG,Palomba et al. (2018),Normal melting temperature,Crystal,AAxtDn,CS(=O)(=O)[O-].C[C@@H](c1ccccc1)[N+](C)(C)C,"(S)-N,N,N-trimethyl-1-phenylethan-1-aminium methanesulfonate",,,,,,
cNLbv,Palomba et al. (2018),Normal melting temperature,Crystal,AAxtgX,CS(=O)(=O)[O-].C[C@H](c1ccccc1)[N+](C)(C)C,"(R)-N,N,N-trimethyl-1-phenylethan-1-aminium methanesulfonate",,,,,,
uujwz,Pan et al. (2020),Normal melting temperature,Crystal,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,,,,,,
FONDi,Pan et al. (2020),Normal melting temperature,Crystal,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,,,,,,
ZezTT,Papaiconomou et al. (2006),Normal melting temperature,Crystal,ABFdNR,CCCC[n+]1ccc(C)cc1.O=S(=O)([O-])C(F)(F)F,1-butyl-4-methylpyridinium trifluoromethanesulfonate,,,,,,
XyTvq,Papaiconomou et al. (2006),Normal melting temperature,Crystal,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
prDZa,Papaiconomou et al. (2006),Normal melting temperature,Crystal,ABrESb,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-methyl-3-octylimidazolium perfluorobutanesulfonate,,,,,,
PWnRx,Papaiconomou et al. (2006),Normal melting temperature,Crystal,AAyNDa,CCCCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,3-methyl-1-octylimidazolium dicyanamide,,,,,,
tChdL,Papaiconomou et al. (2006),Normal melting temperature,Crystal,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
qEKAO,Papaiconomou et al. (2006),Normal melting temperature,Crystal,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
bcpFq,Papaiconomou et al. (2006),Normal melting temperature,Crystal,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,
BNwFo,Papaiconomou et al. (2006),Normal melting temperature,Crystal,ABiVCF,CCCC[n+]1ccc(C)cc1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1-butyl-4-methylpyridinium 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonate",,,,,,
JVQga,Papaiconomou et al. (2010),Normal melting temperature,Crystal,ABHDOm,CCCCCCCC[n+]1cc(C)cc(C)c1.F[B-](F)(F)F,"3,5-dimethyl-1-octylpyridinium tetrafluoroborate",,,,,,
qAATC,Papaiconomou et al. (2010),Normal melting temperature,Crystal,ABEMZu,CCCCCCCC[n+]1cc(C)cc(C)c1C.N#C[S-],"2,3,5-trimethyl-1-octylpyridinium thiocyanate",,,,,,
IbFUP,Papaiconomou et al. (2010),Normal melting temperature,Crystal,ABBcWe,CCCCCCCC[n+]1cc(C)cc(C)c1.N#C[S-],"3,5-dimethyl-1-octylpyridinium thiocyanate",,,,,,
vTRPO,Papaiconomou et al. (2010),Normal melting temperature,Crystal,AAqndS,CCCC[n+]1cc(C)cc(C)c1.N#C[S-],"1-butyl-3,5-dimethylpyridinium thiocyanate",,,,,,
ZQwlL,Papaiconomou et al. (2010),Normal melting temperature,Crystal,ABFoRT,CCCCCCCC[n+]1cc(CC)ccc1C.N#C[N-]C#N,5-ethyl-2-methyl-1-octylpyridinium dicyanamide,,,,,,
FNpvc,Papaiconomou et al. (2010),Normal melting temperature,Crystal,AAsPvY,CCCC[n+]1cc(C)cc(C)c1.N#C[N-]C#N,"1-butyl-3,5-dimethylpyridinium dicyanamide",,,,,,
JAjyF,Papaiconomou et al. (2010),Normal melting temperature,Crystal,ABTCkC,CCCCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([O-])C(F)(F)F,"3,5-dimethyl-1-octylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,
dfCOx,Papaiconomou et al. (2010),Normal melting temperature,Crystal,ABKxgI,CCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([O-])C(F)(F)F,"1-butyl-2,3,5-trimethylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,
veYub,Papaiconomou et al. (2010),Normal melting temperature,Crystal,ABINrf,CCCC[n+]1cccc(C)c1C.O=S(=O)([O-])C(F)(F)F,"1-butyl-2,3-dimethylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,
fQVHY,Papaiconomou et al. (2010),Normal melting temperature,Crystal,ABINLx,CCCC[n+]1cc(C)cc(C)c1.O=S(=O)([O-])C(F)(F)F,"1-butyl-3,5-dimethylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,
Rouzr,Papaiconomou et al. (2010),Normal melting temperature,Crystal,ABRZYD,CCCCCCCC[n+]1cc(CC)ccc1C.[I-],5-ethyl-2-methyl-1-octylpyridinium iodide,,,,,,
GmNzx,Papaiconomou et al. (2010),Normal melting temperature,Crystal,ABOoJO,CCCCCCCC[n+]1cc(C)cc(C)c1.[I-],"3,5-dimethyl-1-octylpyridinium iodide",,,,,,
RwXQr,Parajo et al. (2018),Normal melting temperature,Crystal 1,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,,,,,,
WpXrn,Parajo et al. (2018),Normal melting temperature,Crystal 1,AAtgFT,CC[NH+](C)CC.O=S(=O)([O-])C(F)(F)F,diethylmethylammonium trifluoromethanesulfonate,,,,,,
vhJFT,Parajo et al. (2018),Normal melting temperature,Crystal 1,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
PINgC,Parajo et al. (2018),Normal melting temperature,Crystal 1,ABGlzA,CCCC[N+]1(C)CCCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpiperidinium trifluoromethanesulfonate,,,,,,
jwypp,Parajo et al. (2020),Normal melting temperature,Crystal 1,ABAxqM,C[N+](C)(C)CCO.Cc1ccc(S(=O)(=O)[O-])cc1,choline tosylate,,,,,,
oXasZ,Parajo et al. (2020),Normal melting temperature,Crystal 1,ABBlWP,CC[n+]1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethylpyridinium 4-methylbenzenesulfonate,,,,,,
QXYaK,Pereira et al. (2019),Normal melting temperature,Crystal,ABBuQO,CCOC(=O)CCC[N+]1(C)CCCC1.[Br-],1-(4-ethoxy-4-oxobutyl)-1-methylpyrrolidinium bromide,,,,,,
dREPS,Pereira et al. (2019),Normal melting temperature,Crystal,ABEyyQ,CCOC(=O)CCC[N+](CC)(CC)CC.[Br-],"N,N,N-triethyl(4-ethoxy-4-oxobutyl)-1-aminium bromide",,,,,,
XUedI,Pereira et al. (2019),Normal melting temperature,Crystal,ABYVqF,CCCC[P+](CCCC)(CCCC)CCCC(=O)OCC.[Br-],"N,N,N-tri(n-butyl)(4-ethoxy-4-oxobutyl)-1-phosphonium bromide",,,,,,
hAKpo,Pereira et al. (2019),Normal melting temperature,Crystal,ABVIhe,CCCC[N+](CCCC)(CCCC)CCCC(=O)OCC.[Br-],"N,N,N-tri(n-butyl)(4-ethoxy-4-oxobutyl)-1-aminium bromide",,,,,,
oYzYM,Pereira et al. (2019),Normal melting temperature,Crystal,ABNDWk,CCC[N+](CCC)(CCC)CCCC(=O)OCC.[Br-],"N,N,N-tri(n-propyl)(4-ethoxy-4-oxobutyl)-1-aminium bromide",,,,,,
WfXhV,Pereiro et al. (2009),Normal melting temperature,Crystal,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
wHICs,Pereiro et al. (2011),Normal melting temperature,Crystal,AAzuEi,CCCCCCCCCC[n+]1cccc(C)c1.[Cl-],1-decyl-3-methylpyridinium chloride,,,,,,
CWzYG,Pereiro et al. (2011),Normal melting temperature,Crystal,AAzuEi,CCCCCCCCCC[n+]1cccc(C)c1.[Cl-],1-decyl-3-methylpyridinium chloride,,,,,,
uVPOT,Pereiro et al. (2011),Normal melting temperature,Crystal,ABFPkQ,CCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],1-dodecyl-3-methylpyridinium chloride,,,,,,
MzcXj,Pereiro et al. (2011),Normal melting temperature,Crystal,ABFPkQ,CCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],1-dodecyl-3-methylpyridinium chloride,,,,,,
kdwZz,Pereiro et al. (2011),Normal melting temperature,Crystal,ABKjWa,CCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],1-tetradecyl-3-methylpyridinium chloride,,,,,,
xtgfk,Pereiro et al. (2011),Normal melting temperature,Crystal,ABKjWa,CCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],1-tetradecyl-3-methylpyridinium chloride,,,,,,
vGdCl,Pereiro et al. (2011),Normal melting temperature,Crystal,ABQElV,CCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],1-hexadecyl-3-methylpyridinium chloride,,,,,,
RLHlg,Pereiro et al. (2011),Normal melting temperature,Crystal,ABQElV,CCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],1-hexadecyl-3-methylpyridinium chloride,,,,,,
vWcdN,Pereiro et al. (2011),Normal melting temperature,Crystal,ABVYDf,CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],3-methyl-1-octadecylpyridinium chloride,,,,,,
yIYTi,Pereiro et al. (2011),Normal melting temperature,Crystal,AAuaPl,CCCCCCCC[n+]1cccc(C)c1.[Cl-],1-octyl-3-methylpyridinium chloride,,,,,,
PYfjb,Pereiro et al. (2011),Normal melting temperature,Crystal,AAuaPl,CCCCCCCC[n+]1cccc(C)c1.[Cl-],1-octyl-3-methylpyridinium chloride,,,,,,
WUwNL,Pereiro et al. (2011),Normal melting temperature,Crystal,AApFXa,CCCCCC[n+]1cccc(C)c1.[Cl-],1-hexyl-3-methylpyridinium chloride,,,,,,
iLgfz,Pereiro et al. (2011),Normal melting temperature,Crystal,AApFXa,CCCCCC[n+]1cccc(C)c1.[Cl-],1-hexyl-3-methylpyridinium chloride,,,,,,
GcsMr,Pereiro et al. (2011),Normal melting temperature,Crystal,AAjkra,CCCC[n+]1cccc(C)c1.[Cl-],1-butyl-3-methylpyridinium chloride,,,,,,
ltagO,Pereiro et al. (2011),Normal melting temperature,Crystal,AAjkra,CCCC[n+]1cccc(C)c1.[Cl-],1-butyl-3-methylpyridinium chloride,,,,,,
rGXHP,Pereiro et al. (2011),Normal melting temperature,Crystal,ABVYDf,CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],3-methyl-1-octadecylpyridinium chloride,,,,,,
SUGrm,Pereiro et al. (2013),Normal melting temperature,Crystal 1,ABljDl,CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-methyl-3-hexylimidazolium perfluorobutanesulfonate,,,,,,
ZWXTJ,Pereiro et al. (2013),Normal melting temperature,Crystal,ACAHIE,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,tetrabutylammonium perfluorobutanesulfonate,,,,,,
TZocD,Pernak et al. (2012),Normal melting temperature,Crystal,ABtEqW,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=S(=O)([O-])NC1CCCCC1,"N-decyl-N,N-dimethyldecan-1-aminium N-cyclohexylsulfamate",,,,,,
czQDv,Pernak et al. (2012),Normal melting temperature,Crystal,ABJCfv,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])NC1CCCCC1,1-butyl-3-methyl-1H-imidazolium N-cyclohexylsulfamate,,,,,,
WWGoo,Pernak et al. (2012),Normal melting temperature,Crystal,ABbmvz,CCCCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,1-((nonyloxy)methyl)pyridinium N-cyclohexylsulfamate,,,,,,
Zfthb,Pernak et al. (2012),Normal melting temperature,Crystal,ABhGKr,CCCCCCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,1-((undecyloxy)methyl)pyridinium N-cyclohexylsulfamate,,,,,,
XLlYy,Pernak et al. (2012),Normal melting temperature,Crystal,ABjqYG,CCCCCCCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,1-((dodecyloxy)methyl)pyridinium N-cyclohexylsulfamate,,,,,,
CsMNA,Pernak et al. (2012),Normal melting temperature,Crystal,ABThZM,CCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,1-((hexyloxy)methyl)pyridinium N-cyclohexylsulfamate,,,,,,
yEcku,Pernak et al. (2012),Normal melting temperature,Crystal,ABorxt,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,1-hexadecylpyridinium N-cyclohexylsulfamate,,,,,,
IFCmS,Pernak et al. (2012),Normal melting temperature,Crystal,ABeCjL,CCCCCCCCCCCC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,1-dodecylpyridinium N-cyclohexylsulfamate,,,,,,
txdsj,Pernak et al. (2012),Normal melting temperature,Crystal,ABWRLT,CCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,1-((heptyloxy)methyl)pyridinium N-cyclohexylsulfamate,,,,,,
zwcSY,Pobudkowska et al. (2015),Normal melting temperature,Crystal,ABJATI,C[C@H]([NH3+])[C@H](O)c1cccc(O)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)[O-],"(alphaR)-alpha-[(1S)-1-aminoethyl]-3-hydroxy-benzenemethanol (2R,3R)-2,3-dihydroxybutanedioate",,,,,,
IrpXB,Pontes et al. (2017),Normal melting temperature,Crystal,AAqiHP,CCC[N+](CCC)(CCC)CCC.[Cl-],tetrapropylammonium chloride,,,,,,
WVDuw,Pontes et al. (2017),Normal melting temperature,Crystal,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,,,,,,
uEBrO,Rad et al. (2020),Normal melting temperature,Crystal,AArZic,C[N+]1(CCO)CCOCC1.[Br-],N-methyl-N-(2-hydroxyethyl)morpholinium bromide,,,,,,
sWHyD,Rad-Moghadam et al. (2016),Normal melting temperature,Crystal,AApYuh,C[N+]=1CCCC1O.O=S(=O)([O-])Cl,1-methyl-2-oxopyrrolidin-1-ium sulfurochloridate,,,,,,
KzWGm,Ramdin et al. (2012),Normal melting temperature,Crystal,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,,,,,,
XWdTO,Ramdin et al. (2012),Normal melting temperature,Crystal,ABHuEJ,CCCC[N+](C)(CCCC)CCCC.COS(=O)(=O)[O-],"N,N-dibutyl-N-methyl-1-butanaminium methyl sulfate",,,,,,
vIfCi,Ramenskaya et al. (2020),Normal melting temperature,Crystal,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
dOIgM,Ramenskaya et al. (2020),Normal melting temperature,Crystal,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
eVuWF,Rao et al. (2009),Normal melting temperature,Crystal,ABYeIs,C[N+](C)(C)CC(=O)O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-carboxy-N,N,N-trimethylmethanaminium bis((trifluoromethyl)sulfonyl)amide",,,,,,
jvnIJ,Rao et al. (2009),Normal melting temperature,Crystal,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,,,,,,
xqrjQ,Rauber et al. (2016),Normal melting temperature,Crystal,ACzhDr,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)imide",,,,,,
ByKZI,Rauber et al. (2016),Normal melting temperature,Crystal,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,,,
YROuP,Rauber et al. (2016),Normal melting temperature,Crystal,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
uatRK,Rocha et al. (2016a),Normal melting temperature,Crystal,ACVBCn,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium oleate,,,,,,
kDvPa,Rocha et al. (2016a),Normal melting temperature,Crystal,ACnvjZ,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,tetraoctylammonium oleate,,,,,,
OUrSw,Rodrigues et al. (2016),Normal melting temperature,Crystal,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
sJIma,Rodrigues et al. (2016),Normal melting temperature,Crystal,ABdMGT,CC(C)C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,
dfyAQ,Rodrigues et al. (2016),Normal melting temperature,Crystal,ABfwRJ,CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,
RNqWr,Rodrigues et al. (2016),Normal melting temperature,Crystal,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
LEbbY,Rosenfarb et al. (1976),Normal melting temperature,Crystal,ACMFkq,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,butyltriisoamylammonium tetraphenylborate,,,,,,
jOwcZ,Rotnicki et al. (2020),Normal melting temperature,Metastable crystal,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
gVRZr,Sahandzhieva et al. (2010),Normal melting temperature,Crystal,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,,,,,,
twOcJ,Saikachi et al. (1963),Normal melting temperature,Crystal,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,,,,
lHXYx,Sakal et al. (2014),Normal melting temperature,Crystal,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
emjjk,Sakizadeh et al. (2007),Normal melting temperature,Crystal,ABoVDR,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-octadecylimidazolium hexafluorophosphate,,,,,,
TcIRV,Sakizadeh et al. (2007),Normal melting temperature,Crystal,AAhPAz,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-ethyl-3-methylimidazolium nitrate,,,,,,
RnNRm,Sakizadeh et al. (2007),Normal melting temperature,Crystal,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,,,,
vRghi,Sakizadeh et al. (2007),Normal melting temperature,Crystal,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,,,,
